Date,TLS_DM,Shift,Conv_POL,NIR_POL,Var_Pol
01/31/2025,DM,12 - 8 SHIFT,12.67,12.49,0.18
01/31/2025,ETS,8 - 4 SHIFT,10.42,10.98,0.56
01/31/2025,CANITS,8 - 4 SHIFT,13.14,12.06,1.08
01/31/2025,SITS,8 - 4 SHIFT,11.87,10.7,1.17
01/31/2025,LACATS,8 - 4 SHIFT,8.56,8.13,0.43
01/31/2025,MUTS,8 - 4 SHIFT,14.81,14.36,0.45
01/31/2025,MATS,8 - 4 SHIFT,13.75,14.47,0.72
01/31/2025,SATS,8 - 4 SHIFT,9.08,10.34,1.26
01/31/2025,DM,8 - 4 SHIFT,7.56,9.23,1.67
01/31/2025,DM,8 - 4 SHIFT,10.41,10.95,0.54
01/31/2025,DM,8 - 4 SHIFT,12.06,13.06,1
01/31/2025,ETS,4 - 12 SHIFT,11.7,12.3136,0.6136
01/31/2025,MTS,4 - 12 SHIFT,12.94,12.1161,0.8239
01/31/2025,CANITS,4 - 12 SHIFT,12.48,13.1997,0.7197
01/31/2025,LACATS,4 - 12 SHIFT,16.12,16.0503,0.0697
01/31/2025,MUTS,4 - 12 SHIFT,11.55,11.5799,0.0299
01/31/2025,MATS,4 - 12 SHIFT,13.2,13.6545,0.4545
01/31/2025,SATS,4 - 12 SHIFT,13.24,13.2389,0.0011
01/31/2025,DM,4 - 12 SHIFT,12.03,11.41,0.62
01/31/2025,DM,4 - 12 SHIFT,12.54,12.05,0.49
01/31/2025,DM,4 - 12 SHIFT,14.04,13.06,0.98
02/01/2025,ETS,12 - 8 SHIFT,14.47,14.46,0.01
02/01/2025,CANITS,12 - 8 SHIFT,12.28,12.34,0.06
02/01/2025,MTS,12 - 8 SHIFT,10.3,11.41,1.11
02/01/2025,SITS,12 - 8 SHIFT,11.86,12.2,0.34
02/01/2025,SATS,12 - 8 SHIFT,10.47,10.997,0.527
02/01/2025,MUTS,12 - 8 SHIFT,14.39,15.13,0.74
02/01/2025,MATS,12 - 8 SHIFT,11.67,13.23,1.56
02/01/2025,LACATS,12 - 8 SHIFT,15.67,15.67,0
02/01/2025,DM,12 - 8 SHIFT,11.69,12.41,0.72
02/01/2025,DM,12 - 8 SHIFT,11.98,12.69,0.71
02/01/2025,DM,12 - 8 SHIFT,11.38,11.65,0.27
02/01/2025,ETS,8 - 4 SHIFT,9.46,10.36,0.9
02/01/2025,MTS,8 - 4 SHIFT,7.99,8.67,0.68
02/01/2025,CANITS,8 - 4 SHIFT,8.99,10.29,1.3
02/01/2025,MUTS,8 - 4 SHIFT,14.37,14.91,0.54
02/01/2025,MATS,8 - 4 SHIFT,16.09,15.39,0.7
02/01/2025,SATS,8 - 4 SHIFT,9.35,10.79,1.44
02/01/2025,DM,8 - 4 SHIFT,11.57,12.94,1.37
02/01/2025,DM,8 - 4 SHIFT,11.61,12.71,1.1
02/01/2025,DM,8 - 4 SHIFT,7.94,8.99,1.05
02/01/2025,ETS,4 - 12 SHIFT,9.09,10.9365,1.8465
02/01/2025,MTS,4 - 12 SHIFT,11.24,11.7639,0.5239
02/01/2025,CANITS,4 - 12 SHIFT,11.87,11.8217,0.0483
02/01/2025,LACATS,4 - 12 SHIFT,14.44,14.6345,0.1945
02/01/2025,MUTS,4 - 12 SHIFT,13.81,14.146,0.336
02/01/2025,MATS,4 - 12 SHIFT,14.55,15.392,0.842
02/01/2025,SATS,4 - 12 SHIFT,13.32,12.4049,0.9151
02/01/2025,DM,4 - 12 SHIFT,9.89,10.31,0.42
02/01/2025,DM,4 - 12 SHIFT,9.94,12.16,2.22
02/01/2025,DM,4 - 12 SHIFT,13.42,13.58,0.16
02/02/2025,CANITS,12 - 8 SHIFT,11.56,11.3,0.26
02/02/2025,MTS,12 - 8 SHIFT,10.38,12.87,2.49
02/02/2025,SITS,12 - 8 SHIFT,10.6,11.44,0.84
02/02/2025,SATS,12 - 8 SHIFT,11.47,11.47,0
02/02/2025,MUTS,12 - 8 SHIFT,14.14,13.99,0.15
02/02/2025,MATS,12 - 8 SHIFT,14.33,14.04,0.29
02/02/2025,LACATS,12 - 8 SHIFT,16.95,17.37,0.42
02/02/2025,DM,12 - 8 SHIFT,13.65,12.83,0.82
02/02/2025,DM,12 - 8 SHIFT,12.4,12.87,0.47
02/02/2025,DM,12 - 8 SHIFT,13.59,13.62,0.03
02/02/2025,ETS,8 - 4 SHIFT,11.35,13.26,1.91
02/02/2025,MTS,8 - 4 SHIFT,14.54,14.68,0.14
02/02/2025,CANITS,8 - 4 SHIFT,14.16,13.46,0.7
02/02/2025,SITS,8 - 4 SHIFT,10.84,12.34,1.5
02/02/2025,MATS,8 - 4 SHIFT,14.19,13.77,0.42
02/02/2025,SATS,8 - 4 SHIFT,12.29,13.34,1.05
02/02/2025,DM,8 - 4 SHIFT,13.29,13.91,0.62
02/02/2025,DM,8 - 4 SHIFT,14.76,14.05,0.71
02/02/2025,DM,8 - 4 SHIFT,13.39,14.55,1.16
02/03/2025,ETS,8 - 4 SHIFT,13.39,13.0579,0.3321
02/03/2025,CANITS,8 - 4 SHIFT,12.38,12.8479,0.4679
02/03/2025,SATS,8 - 4 SHIFT,10.43,11.1933,0.7633
02/03/2025,DM,8 - 4 SHIFT,8.68,8.98,0.3
02/03/2025,DM,8 - 4 SHIFT,13.17,13.64,0.47
02/03/2025,DM,8 - 4 SHIFT,12.14,13.12,0.98
02/03/2025,ETS,4 - 12 SHIFT,9.2,10.68,1.48
02/03/2025,MTS,4 - 12 SHIFT,9.99,10.91,0.92
02/03/2025,CANITS,4 - 12 SHIFT,8.2,10.6,2.4
02/03/2025,SITS,4 - 12 SHIFT,12.5,13.43,0.93
02/03/2025,LACATS,4 - 12 SHIFT,14.17,15.09,0.92
02/03/2025,MUTS,4 - 12 SHIFT,14.76,15.19,0.43
02/03/2025,MATS,4 - 12 SHIFT,12.27,14.17,1.9
02/03/2025,SATS,4 - 12 SHIFT,11.01,12.71,1.7
02/04/2025,ETS,12 - 8 SHIFT,11.55,12.68,1.13
02/04/2025,CANITS,12 - 8 SHIFT,14.25,15.29,1.04
02/04/2025,MTS,12 - 8 SHIFT,11.48,10.57,0.91
02/04/2025,MATS,12 - 8 SHIFT,11.48,11.85,0.37
02/04/2025,DM,12 - 8 SHIFT,12.48,12.22,0.26
02/04/2025,DM,12 - 8 SHIFT,12.52,13.24,0.72
02/04/2025,DM,12 - 8 SHIFT,10.91,11.86,0.95
02/04/2025,ETS,8 - 4 SHIFT,11.41,13.2779,1.8679
02/04/2025,MTS,8 - 4 SHIFT,8.54,10.7425,2.2025
02/04/2025,CANITS,8 - 4 SHIFT,11.81,12.6904,0.8804
02/04/2025,SITS,8 - 4 SHIFT,11.22,12.4568,1.2368
02/04/2025,MUTS,8 - 4 SHIFT,12.38,12.627,0.247
02/04/2025,MATS,8 - 4 SHIFT,13.51,13.6745,0.1645
02/04/2025,SATS,8 - 4 SHIFT,11.01,12.6806,1.6706
02/04/2025,DM,8 - 4 SHIFT,12.64,14.09,1.45
02/04/2025,DM,8 - 4 SHIFT,12.47,12.4,0.07
02/04/2025,DM,8 - 4 SHIFT,9.87,12.02,2.15
02/04/2025,ETS,4 - 12 SHIFT,14.74,15.57,0.83
02/04/2025,MTS,4 - 12 SHIFT,11.03,12.4,1.37
02/04/2025,CANITS,4 - 12 SHIFT,10.67,11.41,0.74
02/04/2025,SITS,4 - 12 SHIFT,9.68,10.7,1.02
02/04/2025,LACATS,4 - 12 SHIFT,12.37,14.36,1.99
02/04/2025,MATS,4 - 12 SHIFT,13.44,14.14,0.7
02/04/2025,SATS,4 - 12 SHIFT,14.51,13.21,1.3
02/04/2025,DM,4 - 12 SHIFT,13.79,12.99,0.8
02/04/2025,DM,4 - 12 SHIFT,12.71,13.1,0.39
02/04/2025,DM,4 - 12 SHIFT,11.84,12.46,0.62
02/05/2025,CANITS,12 - 8 SHIFT,15.68,15.55,0.13
02/05/2025,SITS,12 - 8 SHIFT,14.31,14.77,0.46
02/05/2025,SATS,12 - 8 SHIFT,13.47,13.28,0.19
02/05/2025,MATS,12 - 8 SHIFT,12.49,12.53,0.04
02/05/2025,LACATS,12 - 8 SHIFT,14.65,14.19,0.46
02/05/2025,DM,12 - 8 SHIFT,11.85,12.63,0.78
02/05/2025,DM,12 - 8 SHIFT,8.76,11.32,2.56
02/05/2025,DM,12 - 8 SHIFT,12.12,12.55,0.43
02/05/2025,ETS,8 - 4 SHIFT,9.7,10.4762,0.7762
02/05/2025,MTS,8 - 4 SHIFT,13.75,12.9374,0.8126
02/05/2025,CANITS,8 - 4 SHIFT,14.81,15.4286,0.6186
02/05/2025,SITS,8 - 4 SHIFT,10.51,12.7313,2.2213
02/05/2025,LACATS,8 - 4 SHIFT,15.39,15.1889,0.2011
02/05/2025,MUTS,8 - 4 SHIFT,8.76,12.4729,3.7129
02/05/2025,MATS,8 - 4 SHIFT,12.08,12.0063,0.0737
02/05/2025,SATS,8 - 4 SHIFT,11.46,10.8426,0.6174
02/05/2025,DM,8 - 4 SHIFT,10.59,11.12,0.53
02/05/2025,DM,8 - 4 SHIFT,13.08,13.4,0.32
02/05/2025,DM,8 - 4 SHIFT,11.82,12.62,0.8
02/05/2025,ETS,4 - 12 SHIFT,12.46,13.57,1.11
02/05/2025,CANITS,4 - 12 SHIFT,11.52,13.36,1.84
02/05/2025,SITS,4 - 12 SHIFT,11.52,12.05,0.53
02/05/2025,LACATS,4 - 12 SHIFT,15.38,14.41,0.97
02/05/2025,MUTS,4 - 12 SHIFT,13.04,13.16,0.12
02/05/2025,MATS,4 - 12 SHIFT,15.81,16.265,0.455
02/05/2025,SATS,4 - 12 SHIFT,10.81,12.35,1.54
02/05/2025,DM,4 - 12 SHIFT,10.52,10.7,0.18
02/05/2025,DM,4 - 12 SHIFT,14.33,13.62,0.71
02/05/2025,DM,4 - 12 SHIFT,13.04,13.51,0.47
02/06/2025,ETS,12 - 8 SHIFT,11.81,13.35,1.54
02/06/2025,CANITS,12 - 8 SHIFT,15.44,15.87,0.43
02/06/2025,SITS,12 - 8 SHIFT,11.55,12.58,1.03
02/06/2025,SATS,12 - 8 SHIFT,13.13,14.24,1.11
02/06/2025,MUTS,12 - 8 SHIFT,10.84,12.77,1.93
02/06/2025,MATS,12 - 8 SHIFT,8.14,10.59,2.45
02/06/2025,LACATS,12 - 8 SHIFT,12.57,13.52,0.95
02/06/2025,DM,12 - 8 SHIFT,12.17,11.72,0.45
02/06/2025,DM,12 - 8 SHIFT,10.83,13.52,2.69
02/06/2025,DM,12 - 8 SHIFT,10.4,10.46,0.06
02/06/2025,ETS,8 - 4 SHIFT,12.04,11.724,0.316
02/06/2025,MTS,8 - 4 SHIFT,11.7,11.563,0.137
02/06/2025,CANITS,8 - 4 SHIFT,10.08,9.603,0.477
02/06/2025,SITS,8 - 4 SHIFT,11.1,12.9812,1.8812
02/06/2025,LACATS,8 - 4 SHIFT,14.14,14.6344,0.4944
02/06/2025,MUTS,8 - 4 SHIFT,13.58,13.7827,0.2027
02/06/2025,MATS,8 - 4 SHIFT,13.38,13.5627,0.1827
02/06/2025,SATS,8 - 4 SHIFT,12.92,11.6723,1.2477
02/06/2025,DM,8 - 4 SHIFT,14.1,13.85,0.25
02/06/2025,DM,8 - 4 SHIFT,11.79,12.28,0.49
02/06/2025,DM,8 - 4 SHIFT,10.78,11.16,0.38
02/06/2025,ETS,4 - 12 SHIFT,10.69,13.01,2.32
02/06/2025,MTS,4 - 12 SHIFT,11.21,11.84,0.63
02/06/2025,CANITS,4 - 12 SHIFT,12.74,12.72,0.02
02/06/2025,SITS,4 - 12 SHIFT,8.57,8.93,0.36
02/06/2025,LACATS,4 - 12 SHIFT,12.98,14.99,2.01
02/06/2025,MUTS,4 - 12 SHIFT,11.56,13.64,2.08
02/06/2025,MATS,4 - 12 SHIFT,15.45,14.65,0.8
02/06/2025,SATS,4 - 12 SHIFT,11.73,12.19,0.46
02/06/2025,DM,4 - 12 SHIFT,12.32,14.09,1.77
02/06/2025,DM,4 - 12 SHIFT,11.6,10.99,0.61
02/06/2025,DM,4 - 12 SHIFT,10.7,12.31,1.61
02/07/2025,CANITS,12 - 8 SHIFT,11.08,12.34,1.26
02/07/2025,SITS,12 - 8 SHIFT,7.67,7.5,0.17
02/07/2025,SATS,12 - 8 SHIFT,10.69,10.74,0.05
02/07/2025,MUTS,12 - 8 SHIFT,12.99,13.23,0.24
02/07/2025,MATS,12 - 8 SHIFT,14.38,12.67,1.71
02/07/2025,LACATS,12 - 8 SHIFT,14.61,15.04,0.43
02/07/2025,DM,12 - 8 SHIFT,6.89,8.54,1.65
02/07/2025,DM,12 - 8 SHIFT,9.99,9.99,0
02/07/2025,DM,12 - 8 SHIFT,10.27,10.19,0.08
02/07/2025,ETS,8 - 4 SHIFT,10.63,11.0808,0.4508
02/07/2025,MTS,8 - 4 SHIFT,11.71,13.4709,1.7609
02/07/2025,CANITS,8 - 4 SHIFT,12.51,12.1696,0.3404
02/07/2025,SITS,8 - 4 SHIFT,9.85,10.6797,0.8297
02/07/2025,MUTS,8 - 4 SHIFT,9.33,10.093,0.763
02/07/2025,MATS,8 - 4 SHIFT,12.75,14.2777,1.5277
02/07/2025,SATS,8 - 4 SHIFT,10.48,10.2657,0.2143
02/07/2025,DM,8 - 4 SHIFT,12.5,12.28,0.22
02/07/2025,DM,8 - 4 SHIFT,12.18,11.16,1.02
02/07/2025,DM,8 - 4 SHIFT,10,9.2,0.8
02/07/2025,ETS,4 - 12 SHIFT,12.76,12.86,0.1
02/07/2025,MTS,4 - 12 SHIFT,10.02,10.45,0.43
02/07/2025,SITS,4 - 12 SHIFT,11.59,10.98,0.61
02/07/2025,LACATS,4 - 12 SHIFT,9.56,10.06,0.5
02/07/2025,MUTS,4 - 12 SHIFT,8.29,8.15,0.14
02/07/2025,MATS,4 - 12 SHIFT,12.57,13.08,0.51
02/07/2025,SATS,4 - 12 SHIFT,12.6,11.75,0.85
02/07/2025,DM,4 - 12 SHIFT,12.1,13.12,1.02
02/07/2025,DM,4 - 12 SHIFT,11.53,10.94,0.59
02/07/2025,DM,4 - 12 SHIFT,12.55,12.19,0.36
02/08/2025,ETS,12 - 8 SHIFT,9.5,9.7,0.2
02/08/2025,CANITS,12 - 8 SHIFT,9.27,9.73,0.46
02/08/2025,MTS,12 - 8 SHIFT,10.89,12.05,1.16
02/08/2025,SATS,12 - 8 SHIFT,10.15,10.86,0.71
02/08/2025,MUTS,12 - 8 SHIFT,9.07,10.73,1.66
02/08/2025,MATS,12 - 8 SHIFT,11.74,11.72,0.02
02/08/2025,LACATS,12 - 8 SHIFT,11.74,10.73,1.01
02/08/2025,DM,12 - 8 SHIFT,7.59,7.61,0.02
02/08/2025,DM,12 - 8 SHIFT,9.61,9.94,0.33
02/08/2025,DM,12 - 8 SHIFT,7.57,8.83,1.26
02/08/2025,ETS,8 - 4 SHIFT,10.39,10.281,0.109
02/08/2025,CANITS,8 - 4 SHIFT,10.05,12.7633,2.7133
02/08/2025,SITS,8 - 4 SHIFT,12.05,12.2304,0.1804
02/08/2025,LACATS,8 - 4 SHIFT,11.15,11.1568,0.0068
02/08/2025,MUTS,8 - 4 SHIFT,12.07,12.8588,0.7888
02/08/2025,MATS,8 - 4 SHIFT,8.62,9.0114,0.3914
02/08/2025,SATS,8 - 4 SHIFT,11.24,11.5612,0.3212
02/08/2025,DM,8 - 4 SHIFT,13.6,13.16,0.44
02/08/2025,DM,8 - 4 SHIFT,12.46,12.35,0.11
02/08/2025,DM,8 - 4 SHIFT,10.85,10.59,0.26
02/08/2025,ETS,4 - 12 SHIFT,13.56,12.88,0.68
02/08/2025,MTS,4 - 12 SHIFT,10.16,10.88,0.72
02/08/2025,CANITS,4 - 12 SHIFT,12.77,12.65,0.12
02/08/2025,LACATS,4 - 12 SHIFT,13.43,13.89,0.46
02/08/2025,DM,4 - 12 SHIFT,12.66,12.44,0.22
02/08/2025,DM,4 - 12 SHIFT,9.86,9.61,0.25
02/08/2025,DM,4 - 12 SHIFT,12.48,12.46,0.02
02/09/2025,ETS,12 - 8 SHIFT,12.37,11.81,0.56
02/09/2025,CANITS,12 - 8 SHIFT,11.64,10.61,1.03
02/09/2025,MTS,12 - 8 SHIFT,7.3,9.74,2.44
02/09/2025,SITS,12 - 8 SHIFT,11.16,11.68,0.52
02/09/2025,SATS,12 - 8 SHIFT,12.72,12.04,0.68
02/09/2025,MUTS,12 - 8 SHIFT,13.98,14.1467,0.1667
02/09/2025,MATS,12 - 8 SHIFT,12.42,12.6,0.18
02/09/2025,LACATS,12 - 8 SHIFT,14.76,13.62,1.14
02/09/2025,DM,12 - 8 SHIFT,11.06,12.01,0.95
02/09/2025,DM,12 - 8 SHIFT,10.26,11.1,0.84
02/09/2025,DM,12 - 8 SHIFT,11.45,12.37,0.92
02/09/2025,MTS,8 - 4 SHIFT,9.92,10.1811,0.2611
02/09/2025,CANITS,8 - 4 SHIFT,9.19,9.1099,0.0801
02/09/2025,SITS,8 - 4 SHIFT,13.03,13.0381,0.0081
02/09/2025,LACATS,8 - 4 SHIFT,14.84,13.9139,0.9261
02/09/2025,MUTS,8 - 4 SHIFT,9.12,9.8302,0.7102
02/09/2025,MATS,8 - 4 SHIFT,11.98,12.2066,0.2266
02/09/2025,SATS,8 - 4 SHIFT,12.91,12.9715,0.0615
02/09/2025,DM,8 - 4 SHIFT,12.91,11.68,1.23
02/09/2025,DM,8 - 4 SHIFT,10.78,10.94,0.16
02/09/2025,DM,8 - 4 SHIFT,13.78,14,0.22
02/10/2025,CANITS,8 - 4 SHIFT,11.59,11.02,0.57
02/10/2025,DM,8 - 4 SHIFT,14.42,13.4,1.02
02/10/2025,DM,8 - 4 SHIFT,12.77,11.33,1.44
02/10/2025,DM,8 - 4 SHIFT,15.85,13.84,2.01
02/10/2025,ETS,4 - 12 SHIFT,11.77,13.02,1.25
02/10/2025,MTS,4 - 12 SHIFT,12.75,12.46,0.29
02/10/2025,CANITS,4 - 12 SHIFT,10.7,12.01,1.31
02/10/2025,SITS,4 - 12 SHIFT,8.61,10.26,1.65
02/10/2025,LACATS,4 - 12 SHIFT,13.48,14.92,1.44
02/10/2025,MUTS,4 - 12 SHIFT,16.26,14.97,1.29
02/10/2025,MATS,4 - 12 SHIFT,10.71,9.93,0.78
02/10/2025,SATS,4 - 12 SHIFT,10.42,10.07,0.35
02/11/2025,ETS,12 - 8 SHIFT,13.55,13.3084,0.2416
02/11/2025,SITS,12 - 8 SHIFT,10.77,10.872,0.102
02/11/2025,LACATS,12 - 8 SHIFT,16.97,14.7454,2.2246
02/11/2025,DM,12 - 8 SHIFT,12.78,13.54,0.76
02/11/2025,DM,12 - 8 SHIFT,11.9,11.33,0.57
02/11/2025,DM,12 - 8 SHIFT,14.64,14.37,0.27
02/11/2025,ETS,8 - 4 SHIFT,11.96,13.73,1.77
02/11/2025,MTS,8 - 4 SHIFT,13.45,13.09,0.36
02/11/2025,CANITS,8 - 4 SHIFT,11.85,10.83,1.02
02/11/2025,SITS,8 - 4 SHIFT,13.43,13.08,0.35
02/11/2025,MUTS,8 - 4 SHIFT,12.97,11.85,1.12
02/11/2025,MATS,8 - 4 SHIFT,12.76,12.38,0.38
02/11/2025,SATS,8 - 4 SHIFT,12.46,11.31,1.15
02/11/2025,DM,8 - 4 SHIFT,10.49,11.49,1
02/11/2025,DM,8 - 4 SHIFT,13.01,12.45,0.56
02/11/2025,DM,8 - 4 SHIFT,10.67,11.04,0.37
02/11/2025,ETS,4 - 12 SHIFT,11.47,11.5,0.03
02/11/2025,MTS,4 - 12 SHIFT,10.7,12.32,1.62
02/11/2025,CANITS,4 - 12 SHIFT,15.6,15.66,0.06
02/11/2025,LACATS,4 - 12 SHIFT,13.94,13.87,0.07
02/11/2025,MUTS,4 - 12 SHIFT,14.68,13.78,0.9
02/11/2025,MATS,4 - 12 SHIFT,13.88,14.25,0.37
02/11/2025,SATS,4 - 12 SHIFT,15.68,15.6,0.08
02/11/2025,DM,4 - 12 SHIFT,8.45,10.09,1.64
02/11/2025,DM,4 - 12 SHIFT,10.34,11.4,1.06
02/11/2025,DM,4 - 12 SHIFT,14.91,13.93,0.98
02/12/2025,ETS,12 - 8 SHIFT,11.78,12.2556,0.4756
02/12/2025,CANITS,12 - 8 SHIFT,13.72,13.7347,0.0147
02/12/2025,MTS,12 - 8 SHIFT,14.59,13.4484,1.1416
02/12/2025,SITS,12 - 8 SHIFT,13.14,13.1294,0.0106
02/12/2025,SATS,12 - 8 SHIFT,13.09,13.5256,0.4356
02/12/2025,MUTS,12 - 8 SHIFT,13.97,14.9225,0.9525
02/12/2025,LACATS,12 - 8 SHIFT,15.43,14.2489,1.1811
02/12/2025,DM,12 - 8 SHIFT,10.97,10.36,0.61
02/12/2025,DM,12 - 8 SHIFT,14.76,13.61,1.15
02/12/2025,DM,12 - 8 SHIFT,11.13,10.42,0.71
02/12/2025,ETS,8 - 4 SHIFT,15.04,13.85,1.19
02/12/2025,MTS,8 - 4 SHIFT,12.14,11.83,0.31
02/12/2025,CANITS,8 - 4 SHIFT,14.99,14.09,0.9
02/12/2025,SITS,8 - 4 SHIFT,11.65,12.41,0.76
02/12/2025,MUTS,8 - 4 SHIFT,13.47,14.28,0.81
02/12/2025,MATS,8 - 4 SHIFT,14.3,14.08,0.22
02/12/2025,SATS,8 - 4 SHIFT,15.74,14.69,1.05
02/12/2025,DM,8 - 4 SHIFT,12.86,12.31,0.55
02/12/2025,DM,8 - 4 SHIFT,10.78,11.18,0.4
02/12/2025,DM,8 - 4 SHIFT,13.44,13.75,0.31
02/12/2025,ETS,4 - 12 SHIFT,13.23,12.71,0.52
02/12/2025,MTS,4 - 12 SHIFT,12.08,13.21,1.13
02/12/2025,CANITS,4 - 12 SHIFT,11.51,11.29,0.22
02/12/2025,SITS,4 - 12 SHIFT,11.74,12.33,0.59
02/12/2025,LACATS,4 - 12 SHIFT,15.06,14.7,0.36
02/12/2025,MUTS,4 - 12 SHIFT,16.34,16.19,0.15
02/12/2025,MATS,4 - 12 SHIFT,17.39,16.11,1.28
02/12/2025,SATS,4 - 12 SHIFT,12.33,12.39,0.06
02/12/2025,DM,4 - 12 SHIFT,13.78,13.14,0.64
02/12/2025,DM,4 - 12 SHIFT,15.05,13.98,1.07
02/12/2025,DM,4 - 12 SHIFT,14.32,12.82,1.5
02/13/2025,ETS,12 - 8 SHIFT,10.13,10.0509,0.0791
02/13/2025,CANITS,12 - 8 SHIFT,12.95,13.434,0.484
02/13/2025,MTS,12 - 8 SHIFT,13.32,11.8826,1.4374
02/13/2025,SITS,12 - 8 SHIFT,13.62,13.4493,0.1707
02/13/2025,SATS,12 - 8 SHIFT,11.77,11.8354,0.0654
02/13/2025,MUTS,12 - 8 SHIFT,11.86,12.9394,1.0794
02/13/2025,MATS,12 - 8 SHIFT,14.21,13.1613,1.0487
02/13/2025,LACATS,12 - 8 SHIFT,13.22,13.5637,0.3437
02/13/2025,DM,12 - 8 SHIFT,11.19,10.89,0.3
02/13/2025,DM,12 - 8 SHIFT,12.41,12.94,0.53
02/13/2025,DM,12 - 8 SHIFT,13.32,12.45,0.87
02/13/2025,ETS,8 - 4 SHIFT,11.03,12.02,0.99
02/13/2025,MTS,8 - 4 SHIFT,11.32,11.75,0.43
02/13/2025,CANITS,8 - 4 SHIFT,11.3,11.82,0.52
02/13/2025,SITS,8 - 4 SHIFT,12.48,14.94,2.46
02/13/2025,MUTS,8 - 4 SHIFT,14.57,15.96,1.39
02/13/2025,MATS,8 - 4 SHIFT,14.64,13.86,0.78
02/13/2025,SATS,8 - 4 SHIFT,11.8,12.4,0.6
02/13/2025,DM,8 - 4 SHIFT,9.13,11.35,2.22
02/13/2025,DM,8 - 4 SHIFT,13.42,13.86,0.44
02/13/2025,DM,8 - 4 SHIFT,11.66,11.98,0.32
02/13/2025,ETS,4 - 12 SHIFT,10.43,10.96,0.53
02/13/2025,MTS,4 - 12 SHIFT,11.82,11.57,0.25
02/13/2025,CANITS,4 - 12 SHIFT,11.95,12.44,0.49
02/13/2025,LACATS,4 - 12 SHIFT,13.62,15.15,1.53
02/13/2025,MATS,4 - 12 SHIFT,10.58,12.74,2.16
02/13/2025,SATS,4 - 12 SHIFT,14.33,15.66,1.33
02/13/2025,DM,4 - 12 SHIFT,11.01,9.93,1.08
02/13/2025,DM,4 - 12 SHIFT,8.88,10.23,1.35
02/13/2025,DM,4 - 12 SHIFT,11.78,13.27,1.49
02/14/2025,ETS,12 - 8 SHIFT,10.46,11.5006,1.0406
02/14/2025,CANITS,12 - 8 SHIFT,12.79,12.6153,0.1747
02/14/2025,SITS,12 - 8 SHIFT,13.19,14.6713,1.4813
02/14/2025,SATS,12 - 8 SHIFT,14.76,14.4206,0.3394
02/14/2025,MATS,12 - 8 SHIFT,15.07,15.9613,0.8913
02/14/2025,LACATS,12 - 8 SHIFT,14.7,15.2614,0.5614
02/14/2025,DM,12 - 8 SHIFT,11.15,11.52,0.37
02/14/2025,DM,12 - 8 SHIFT,10.55,10.7,0.15
02/14/2025,DM,12 - 8 SHIFT,12.01,12.8,0.79
02/14/2025,ETS,8 - 4 SHIFT,10.11,11.16,1.05
02/14/2025,MTS,8 - 4 SHIFT,11.66,13.16,1.5
02/14/2025,CANITS,8 - 4 SHIFT,11.16,12.24,1.08
02/14/2025,SITS,8 - 4 SHIFT,10.16,10.16,0
02/14/2025,LACATS,8 - 4 SHIFT,13.84,13.98,0.14
02/14/2025,MUTS,8 - 4 SHIFT,15.53,16.14,0.61
02/14/2025,MATS,8 - 4 SHIFT,13.03,13.28,0.25
02/14/2025,SATS,8 - 4 SHIFT,13.04,12.29,0.75
02/14/2025,DM,8 - 4 SHIFT,9.67,10.17,0.5
02/14/2025,DM,8 - 4 SHIFT,9.41,10.98,1.57
02/14/2025,DM,8 - 4 SHIFT,9.86,12.25,2.39
02/14/2025,ETS,4 - 12 SHIFT,11.32,12.43,1.11
02/14/2025,MTS,4 - 12 SHIFT,11.08,12.29,1.21
02/14/2025,CANITS,4 - 12 SHIFT,12.88,12.48,0.4
02/14/2025,LACATS,4 - 12 SHIFT,7.52,11.67,4.15
02/14/2025,MUTS,4 - 12 SHIFT,13.91,13.35,0.56
02/14/2025,MATS,4 - 12 SHIFT,13.01,12.7,0.31
02/14/2025,DM,4 - 12 SHIFT,12.71,14.91,2.2
02/14/2025,DM,4 - 12 SHIFT,14.26,14.34,0.08
02/14/2025,DM,4 - 12 SHIFT,11.96,13.62,1.66
02/15/2025,ETS,12 - 8 SHIFT,10.49,10.6329,0.1429
02/15/2025,CANITS,12 - 8 SHIFT,10.01,12.3886,2.3786
02/15/2025,MTS,12 - 8 SHIFT,11.38,11.8143,0.4343
02/15/2025,SITS,12 - 8 SHIFT,9.85,9.9499,0.0999
02/15/2025,SATS,12 - 8 SHIFT,10.09,9.2405,0.8495
02/15/2025,MUTS,12 - 8 SHIFT,12.85,13.5185,0.6685
02/15/2025,LACATS,12 - 8 SHIFT,13.91,13.4245,0.4855
02/15/2025,DM,12 - 8 SHIFT,10.3,10.83,0.53
02/15/2025,DM,12 - 8 SHIFT,13.75,15.01,1.26
02/15/2025,DM,12 - 8 SHIFT,14.26,13.38,0.88
02/15/2025,ETS,8 - 4 SHIFT,14.85,14.59,0.26
02/15/2025,MTS,8 - 4 SHIFT,15.29,15.52,0.23
02/15/2025,CANITS,8 - 4 SHIFT,11.07,11.39,0.32
02/15/2025,LACATS,8 - 4 SHIFT,11.94,12.88,0.94
02/15/2025,MATS,8 - 4 SHIFT,13.18,16.02,2.84
02/15/2025,SATS,8 - 4 SHIFT,13.62,14.58,0.96
02/15/2025,DM,8 - 4 SHIFT,11.75,12.4,0.65
02/15/2025,DM,8 - 4 SHIFT,8.79,10.58,1.79
